Region,Store,Category,Product,Month,Units Sold,Unit Price,Unit Cost,Revenue,Cost,Profit
Southeast,Miami,Beauty & Personal Care,Hair Dryer,2026-05-01,10,39.99,17.12,399.9,171.2,228.7
Southeast,Miami,Beauty & Personal Care,Moisturizer,2026-05-01,10,18.99,7.41,189.9,74.1,115.8
Southeast,Miami,Beauty & Personal Care,Perfume Set,2026-05-01,12,42.99,15.69,515.88,188.28,327.6
Southeast,Miami,Electronics,Bluetooth Speaker,2026-05-01,12,44.99,27.18,539.88,326.16,213.72
Southeast,Miami,Electronics,Portable Charger,2026-05-01,9,34.99,22.11,314.91,198.99,115.92
Southeast,Miami,Electronics,Smartwatch,2026-05-01,9,119.99,80.46,1079.91,724.14,355.77
Southeast,Miami,Electronics,Tablet Stand,2026-05-01,10,24.99,15.38,249.9,153.8,96.1
Southeast,Miami,Electronics,Wireless Earbuds,2026-05-01,12,59.99,40.07,719.88,480.84,239.04
Southeast,Miami,Home & Kitchen,Coffee Maker,2026-05-01,11,49.99,35.91,549.89,395.01,154.88
Southeast,Miami,Home & Kitchen,LED Desk Lamp,2026-05-01,10,27.99,20.37,279.9,203.7,76.2
Southeast,Miami,Home & Kitchen,Non-Stick Pan Set,2026-05-01,13,64.99,46.46,844.87,603.98,240.89
Southeast,Miami,Home & Kitchen,Storage Bins (Set of 3),2026-05-01,13,22.99,16.85,298.87,219.05,79.82
Southeast,Miami,Home & Kitchen,Throw Blanket,2026-05-01,8,29.99,20.0,239.92,160.0,79.92
Southeast,Miami,Sports & Outdoors,Camping Tent,2026-05-01,13,129.99,75.11,1689.87,976.43,713.44
Southeast,Miami,Sports & Outdoors,Hiking Backpack,2026-05-01,6,74.99,41.98,449.94,251.88,198.06
Southeast,Miami,Sports & Outdoors,Resistance Bands,2026-05-01,15,19.99,9.86,299.85,147.9,151.95
Southeast,Miami,Sports & Outdoors,Water Bottle,2026-05-01,11,16.99,8.24,186.89,90.64,96.25
Southeast,Miami,Sports & Outdoors,Yoga Mat,2026-05-01,17,24.99,13.28,424.83,225.76,199.07
Southwest,Dallas,Apparel,Denim Jacket,2026-05-01,8,69.99,33.25,559.92,266.0,293.92
Southwest,Dallas,Apparel,Men's T-Shirt,2026-05-01,13,19.99,9.09,259.87,118.17,141.7
Southwest,Dallas,Apparel,Running Shoes,2026-05-01,18,79.99,38.96,1439.82,701.28,738.54
Southwest,Dallas,Apparel,Women's Leggings,2026-05-01,8,34.99,14.39,279.92,115.12,164.8
Southwest,Dallas,Apparel,Wool Sweater,2026-05-01,22,54.99,24.03,1209.78,528.66,681.12
Southwest,Dallas,Beauty & Personal Care,Electric Toothbrush,2026-05-01,10,44.99,20.55,449.9,205.5,244.4
Southwest,Dallas,Beauty & Personal Care,Facial Cleanser,2026-05-01,12,14.99,5.81,179.88,69.72,110.16
Southwest,Dallas,Beauty & Personal Care,Hair Dryer,2026-05-01,7,39.99,16.92,279.93,118.44,161.49
Southwest,Dallas,Beauty & Personal Care,Moisturizer,2026-05-01,17,18.99,7.61,322.83,129.37,193.46
Southwest,Dallas,Beauty & Personal Care,Perfume Set,2026-05-01,15,42.99,15.78,644.85,236.7,408.15
Southwest,Dallas,Electronics,Bluetooth Speaker,2026-05-01,10,44.99,27.52,449.9,275.2,174.7
Southwest,Dallas,Electronics,Portable Charger,2026-05-01,14,34.99,22.5,489.86,315.0,174.86
Southwest,Dallas,Electronics,Smartwatch,2026-05-01,9,119.99,82.48,1079.91,742.32,337.59
Southwest,Dallas,Electronics,Tablet Stand,2026-05-01,8,24.99,15.43,199.92,123.44,76.48
Southwest,Dallas,Electronics,Wireless Earbuds,2026-05-01,11,59.99,39.71,659.89,436.81,223.08
Southwest,Dallas,Home & Kitchen,Coffee Maker,2026-05-01,24,49.99,35.29,1199.76,846.96,352.8
Southwest,Dallas,Home & Kitchen,LED Desk Lamp,2026-05-01,19,27.99,20.01,531.81,380.19,151.62
Southwest,Dallas,Home & Kitchen,Non-Stick Pan Set,2026-05-01,19,64.99,45.91,1234.81,872.29,362.52
Southwest,Dallas,Home & Kitchen,Storage Bins (Set of 3),2026-05-01,10,22.99,16.88,229.9,168.8,61.1
Southwest,Dallas,Home & Kitchen,Throw Blanket,2026-05-01,9,29.99,20.08,269.91,180.72,89.19
Southwest,Dallas,Sports & Outdoors,Camping Tent,2026-05-01,2,129.99,74.49,259.98,148.98,111.0
Southwest,Dallas,Sports & Outdoors,Hiking Backpack,2026-05-01,3,74.99,41.13,224.97,123.39,101.58
Southwest,Dallas,Sports & Outdoors,Resistance Bands,2026-05-01,4,19.99,9.7,79.96,38.8,41.16
Southwest,Dallas,Sports & Outdoors,Water Bottle,2026-05-01,5,16.99,8.69,84.95,43.45,41.5
Southwest,Dallas,Sports & Outdoors,Yoga Mat,2026-05-01,4,24.99,13.21,99.96,52.84,47.12
West,Los Angeles,Apparel,Denim Jacket,2026-05-01,16,69.99,34.37,1119.84,549.92,569.92
West,Los Angeles,Apparel,Men's T-Shirt,2026-05-01,12,19.99,8.86,239.88,106.32,133.56
West,Los Angeles,Apparel,Running Shoes,2026-05-01,12,79.99,41.12,959.88,493.44,466.44
West,Los Angeles,Apparel,Women's Leggings,2026-05-01,14,34.99,14.9,489.86,208.6,281.26
West,Los Angeles,Apparel,Wool Sweater,2026-05-01,12,54.99,24.25,659.88,291.0,368.88
West,Los Angeles,Beauty & Personal Care,Electric Toothbrush,2026-05-01,11,44.99,20.31,494.89,223.41,271.48
West,Los Angeles,Beauty & Personal Care,Facial Cleanser,2026-05-01,15,14.99,5.68,224.85,85.2,139.65
West,Los Angeles,Beauty & Personal Care,Hair Dryer,2026-05-01,15,39.99,17.19,599.85,257.85,342.0
West,Los Angeles,Beauty & Personal Care,Moisturizer,2026-05-01,13,18.99,7.59,246.87,98.67,148.2
West,Los Angeles,Beauty & Personal Care,Perfume Set,2026-05-01,14,42.99,15.99,601.86,223.86,378.0
West,Los Angeles,Electronics,Bluetooth Speaker,2026-05-01,12,44.99,28.04,539.88,336.48,203.4
West,Los Angeles,Electronics,Portable Charger,2026-05-01,13,34.99,21.99,454.87,285.87,169.0
West,Los Angeles,Electronics,Smartwatch,2026-05-01,13,119.99,82.28,1559.87,1069.64,490.23
West,Los Angeles,Electronics,Tablet Stand,2026-05-01,12,24.99,14.6,299.88,175.2,124.68
West,Los Angeles,Electronics,Wireless Earbuds,2026-05-01,11,59.99,39.6,659.89,435.6,224.29
West,Los Angeles,Home & Kitchen,Coffee Maker,2026-05-01,17,49.99,36.91,849.83,627.47,222.36
West,Los Angeles,Home & Kitchen,LED Desk Lamp,2026-05-01,16,27.99,19.98,447.84,319.68,128.16
West,Los Angeles,Home & Kitchen,Non-Stick Pan Set,2026-05-01,8,64.99,46.25,519.92,370.0,149.92
West,Los Angeles,Home & Kitchen,Storage Bins (Set of 3),2026-05-01,8,22.99,16.69,183.92,133.52,50.4
West,Los Angeles,Home & Kitchen,Throw Blanket,2026-05-01,15,29.99,20.27,449.85,304.05,145.8
West,Los Angeles,Sports & Outdoors,Camping Tent,2026-05-01,14,129.99,75.09,1819.86,1051.26,768.6
West,Los Angeles,Sports & Outdoors,Hiking Backpack,2026-05-01,10,74.99,41.54,749.9,415.4,334.5
West,Los Angeles,Sports & Outdoors,Resistance Bands,2026-05-01,16,19.99,9.79,319.84,156.64,163.2
West,Los Angeles,Sports & Outdoors,Water Bottle,2026-05-01,14,16.99,8.47,237.86,118.58,119.28
West,Los Angeles,Sports & Outdoors,Yoga Mat,2026-05-01,13,24.99,13.22,324.87,171.86,153.01
West,Seattle,Apparel,Denim Jacket,2026-05-01,21,69.99,33.36,1469.79,700.56,769.23
West,Seattle,Apparel,Men's T-Shirt,2026-05-01,15,19.99,8.8,299.85,132.0,167.85
West,Seattle,Apparel,Running Shoes,2026-05-01,11,79.99,40.91,879.89,450.01,429.88
West,Seattle,Apparel,Women's Leggings,2026-05-01,18,34.99,14.93,629.82,268.74,361.08
West,Seattle,Apparel,Wool Sweater,2026-05-01,15,54.99,23.48,824.85,352.2,472.65
West,Seattle,Beauty & Personal Care,Electric Toothbrush,2026-05-01,13,44.99,20.08,584.87,261.04,323.83
West,Seattle,Beauty & Personal Care,Facial Cleanser,2026-05-01,17,14.99,5.68,254.83,96.56,158.27
West,Seattle,Beauty & Personal Care,Hair Dryer,2026-05-01,17,39.99,16.42,679.83,279.14,400.69
West,Seattle,Beauty & Personal Care,Moisturizer,2026-05-01,10,18.99,7.8,189.9,78.0,111.9
West,Seattle,Beauty & Personal Care,Perfume Set,2026-05-01,13,42.99,16.13,558.87,209.69,349.18
West,Seattle,Electronics,Bluetooth Speaker,2026-05-01,19,44.99,27.59,854.81,524.21,330.6
West,Seattle,Electronics,Portable Charger,2026-05-01,14,34.99,22.22,489.86,311.08,178.78
West,Seattle,Electronics,Smartwatch,2026-05-01,22,119.99,83.19,2639.78,1830.18,809.6
West,Seattle,Electronics,Tablet Stand,2026-05-01,16,24.99,15.07,399.84,241.12,158.72
West,Seattle,Electronics,Wireless Earbuds,2026-05-01,15,59.99,38.13,899.85,571.95,327.9
West,Seattle,Home & Kitchen,Coffee Maker,2026-05-01,15,49.99,36.52,749.85,547.8,202.05
West,Seattle,Home & Kitchen,LED Desk Lamp,2026-05-01,19,27.99,19.44,531.81,369.36,162.45
West,Seattle,Home & Kitchen,Non-Stick Pan Set,2026-05-01,16,64.99,46.03,1039.84,736.48,303.36
West,Seattle,Home & Kitchen,Storage Bins (Set of 3),2026-05-01,13,22.99,17.21,298.87,223.73,75.14
West,Seattle,Home & Kitchen,Throw Blanket,2026-05-01,26,29.99,20.11,779.74,522.86,256.88
West,Seattle,Sports & Outdoors,Camping Tent,2026-05-01,17,129.99,73.88,2209.83,1255.96,953.87
West,Seattle,Sports & Outdoors,Hiking Backpack,2026-05-01,13,74.99,42.04,974.87,546.52,428.35
West,Seattle,Sports & Outdoors,Resistance Bands,2026-05-01,19,19.99,9.55,379.81,181.45,198.36
West,Seattle,Sports & Outdoors,Water Bottle,2026-05-01,23,16.99,8.42,390.77,193.66,197.11
West,Seattle,Sports & Outdoors,Yoga Mat,2026-05-01,15,24.99,12.72,374.85,190.8,184.05
Midwest,Chicago,Apparel,Denim Jacket,2026-06-01,22,69.99,34.04,1539.78,748.88,790.9
Midwest,Chicago,Apparel,Men's T-Shirt,2026-06-01,15,19.99,8.85,299.85,132.75,167.1
Midwest,Chicago,Apparel,Running Shoes,2026-06-01,18,79.99,40.69,1439.82,732.42,707.4
Midwest,Chicago,Apparel,Women's Leggings,2026-06-01,13,34.99,14.29,454.87,185.77,269.1
Midwest,Chicago,Apparel,Wool Sweater,2026-06-01,25,54.99,24.42,1374.75,610.5,764.25
Midwest,Chicago,Beauty & Personal Care,Electric Toothbrush,2026-06-01,13,44.99,20.24,584.87,263.12,321.75
Midwest,Chicago,Beauty & Personal Care,Facial Cleanser,2026-06-01,15,14.99,5.76,224.85,86.4,138.45
Midwest,Chicago,Beauty & Personal Care,Hair Dryer,2026-06-01,11,39.99,17.0,439.89,187.0,252.89
Midwest,Chicago,Beauty & Personal Care,Moisturizer,2026-06-01,21,18.99,7.78,398.79,163.38,235.41
Midwest,Chicago,Beauty & Personal Care,Perfume Set,2026-06-01,15,42.99,15.86,644.85,237.9,406.95
Midwest,Chicago,Electronics,Bluetooth Speaker,2026-06-01,15,44.99,28.18,674.85,422.7,252.15
Midwest,Chicago,Electronics,Portable Charger,2026-06-01,11,34.99,22.6,384.89,248.6,136.29
Midwest,Chicago,Electronics,Smartwatch,2026-06-01,19,119.99,80.75,2279.81,1534.25,745.56
Midwest,Chicago,Electronics,Tablet Stand,2026-06-01,14,24.99,14.82,349.86,207.48,142.38
Midwest,Chicago,Electronics,Wireless Earbuds,2026-06-01,22,59.99,38.13,1319.78,838.86,480.92
Midwest,Chicago,Home & Kitchen,Coffee Maker,2026-06-01,14,49.99,35.36,699.86,495.04,204.82
Midwest,Chicago,Home & Kitchen,LED Desk Lamp,2026-06-01,19,27.99,19.38,531.81,368.22,163.59
Midwest,Chicago,Home & Kitchen,Non-Stick Pan Set,2026-06-01,16,64.99,45.65,1039.84,730.4,309.44
Midwest,Chicago,Home & Kitchen,Storage Bins (Set of 3),2026-06-01,13,22.99,16.55,298.87,215.15,83.72
Midwest,Chicago,Home & Kitchen,Throw Blanket,2026-06-01,20,29.99,19.79,599.8,395.8,204.0
Midwest,Chicago,Sports & Outdoors,Camping Tent,2026-06-01,11,129.99,73.91,1429.89,813.01,616.88
Midwest,Chicago,Sports & Outdoors,Hiking Backpack,2026-06-01,17,74.99,40.34,1274.83,685.78,589.05
Midwest,Chicago,Sports & Outdoors,Resistance Bands,2026-06-01,17,19.99,9.48,339.83,161.16,178.67
Midwest,Chicago,Sports & Outdoors,Water Bottle,2026-06-01,17,16.99,8.26,288.83,140.42,148.41
Midwest,Chicago,Sports & Outdoors,Yoga Mat,2026-06-01,17,24.99,12.76,424.83,216.92,207.91
Northeast,Boston,Apparel,Denim Jacket,2026-06-01,19,69.99,34.0,1329.81,646.0,683.81
Northeast,Boston,Apparel,Men's T-Shirt,2026-06-01,19,19.99,8.8,379.81,167.2,212.61
Northeast,Boston,Apparel,Running Shoes,2026-06-01,16,79.99,39.8,1279.84,636.8,643.04
Northeast,Boston,Apparel,Women's Leggings,2026-06-01,9,34.99,14.29,314.91,128.61,186.3
Northeast,Boston,Apparel,Wool Sweater,2026-06-01,23,54.99,23.74,1264.77,546.02,718.75
Northeast,Boston,Beauty & Personal Care,Electric Toothbrush,2026-06-01,28,44.99,20.12,1259.72,563.36,696.36
Northeast,Boston,Beauty & Personal Care,Facial Cleanser,2026-06-01,15,14.99,5.81,224.85,87.15,137.7
Northeast,Boston,Beauty & Personal Care,Hair Dryer,2026-06-01,12,39.99,16.72,479.88,200.64,279.24
Northeast,Boston,Beauty & Personal Care,Moisturizer,2026-06-01,17,18.99,7.63,322.83,129.71,193.12
Northeast,Boston,Beauty & Personal Care,Perfume Set,2026-06-01,16,42.99,15.57,687.84,249.12,438.72
Northeast,Boston,Electronics,Bluetooth Speaker,2026-06-01,12,44.99,28.4,539.88,340.8,199.08
Northeast,Boston,Electronics,Portable Charger,2026-06-01,20,34.99,22.2,699.8,444.0,255.8
Northeast,Boston,Electronics,Smartwatch,2026-06-01,25,119.99,82.97,2999.75,2074.25,925.5
Northeast,Boston,Electronics,Tablet Stand,2026-06-01,17,24.99,14.59,424.83,248.03,176.8
Northeast,Boston,Electronics,Wireless Earbuds,2026-06-01,20,59.99,39.4,1199.8,788.0,411.8
Northeast,Boston,Home & Kitchen,Coffee Maker,2026-06-01,19,49.99,34.96,949.81,664.24,285.57
Northeast,Boston,Home & Kitchen,LED Desk Lamp,2026-06-01,11,27.99,19.36,307.89,212.96,94.93
Northeast,Boston,Home & Kitchen,Non-Stick Pan Set,2026-06-01,25,64.99,46.14,1624.75,1153.5,471.25
Northeast,Boston,Home & Kitchen,Storage Bins (Set of 3),2026-06-01,17,22.99,17.2,390.83,292.4,98.43
Northeast,Boston,Home & Kitchen,Throw Blanket,2026-06-01,25,29.99,19.89,749.75,497.25,252.5
Northeast,Boston,Sports & Outdoors,Camping Tent,2026-06-01,15,129.99,74.2,1949.85,1113.0,836.85
Northeast,Boston,Sports & Outdoors,Hiking Backpack,2026-06-01,17,74.99,41.87,1274.83,711.79,563.04
Northeast,Boston,Sports & Outdoors,Resistance Bands,2026-06-01,20,19.99,9.43,399.8,188.6,211.2
Northeast,Boston,Sports & Outdoors,Water Bottle,2026-06-01,23,16.99,8.5,390.77,195.5,195.27
Northeast,Boston,Sports & Outdoors,Yoga Mat,2026-06-01,13,24.99,12.84,324.87,166.92,157.95
Northeast,New York,Apparel,Denim Jacket,2026-06-01,14,69.99,32.67,979.86,457.38,522.48
Northeast,New York,Apparel,Men's T-Shirt,2026-06-01,11,19.99,8.98,219.89,98.78,121.11
Northeast,New York,Apparel,Running Shoes,2026-06-01,9,79.99,39.37,719.91,354.33,365.58
Northeast,New York,Apparel,Women's Leggings,2026-06-01,15,34.99,14.47,524.85,217.05,307.8
Northeast,New York,Apparel,Wool Sweater,2026-06-01,10,54.99,24.8,549.9,248.0,301.9
Northeast,New York,Beauty & Personal Care,Electric Toothbrush,2026-06-01,6,44.99,19.91,269.94,119.46,150.48
Northeast,New York,Beauty & Personal Care,Facial Cleanser,2026-06-01,7,14.99,5.65,104.93,39.55,65.38
Northeast,New York,Beauty & Personal Care,Hair Dryer,2026-06-01,15,39.99,16.51,599.85,247.65,352.2
Northeast,New York,Beauty & Personal Care,Moisturizer,2026-06-01,11,18.99,7.71,208.89,84.81,124.08
Northeast,New York,Beauty & Personal Care,Perfume Set,2026-06-01,12,42.99,16.13,515.88,193.56,322.32
Northeast,New York,Electronics,Bluetooth Speaker,2026-06-01,10,44.99,27.82,449.9,278.2,171.7
Northeast,New York,Electronics,Portable Charger,2026-06-01,11,34.99,22.79,384.89,250.69,134.2
Northeast,New York,Electronics,Smartwatch,2026-06-01,10,119.99,81.34,1199.9,813.4,386.5
Northeast,New York,Electronics,Tablet Stand,2026-06-01,10,24.99,14.81,249.9,148.1,101.8
Northeast,New York,Electronics,Wireless Earbuds,2026-06-01,11,59.99,38.32,659.89,421.52,238.37
Northeast,New York,Home & Kitchen,Coffee Maker,2026-06-01,15,49.99,35.48,749.85,532.2,217.65
Northeast,New York,Home & Kitchen,LED Desk Lamp,2026-06-01,8,27.99,20.06,223.92,160.48,63.44
Northeast,New York,Home & Kitchen,Non-Stick Pan Set,2026-06-01,14,64.99,45.16,909.86,632.24,277.62
Northeast,New York,Home & Kitchen,Storage Bins (Set of 3),2026-06-01,16,22.99,17.18,367.84,274.88,92.96
Northeast,New York,Home & Kitchen,Throw Blanket,2026-06-01,16,29.99,20.03,479.84,320.48,159.36
Northeast,New York,Sports & Outdoors,Camping Tent,2026-06-01,13,129.99,77.64,1689.87,1009.32,680.55
Northeast,New York,Sports & Outdoors,Hiking Backpack,2026-06-01,13,74.99,41.69,974.87,541.97,432.9
Northeast,New York,Sports & Outdoors,Resistance Bands,2026-06-01,15,19.99,9.87,299.85,148.05,151.8
Northeast,New York,Sports & Outdoors,Water Bottle,2026-06-01,10,16.99,8.55,169.9,85.5,84.4
Northeast,New York,Sports & Outdoors,Yoga Mat,2026-06-01,10,24.99,12.83,249.9,128.3,121.6
Southeast,Atlanta,Apparel,Denim Jacket,2026-06-01,15,69.99,34.12,1049.85,511.8,538.05
Southeast,Atlanta,Apparel,Men's T-Shirt,2026-06-01,13,19.99,9.24,259.87,120.12,139.75
Southeast,Atlanta,Apparel,Running Shoes,2026-06-01,9,79.99,39.71,719.91,357.39,362.52
Southeast,Atlanta,Apparel,Women's Leggings,2026-06-01,17,34.99,14.78,594.83,251.26,343.57
Southeast,Atlanta,Apparel,Wool Sweater,2026-06-01,11,54.99,23.94,604.89,263.34,341.55
Southeast,Atlanta,Beauty & Personal Care,Electric Toothbrush,2026-06-01,14,44.99,20.79,629.86,291.06,338.8
Southeast,Atlanta,Beauty & Personal Care,Facial Cleanser,2026-06-01,11,14.99,5.65,164.89,62.15,102.74
Southeast,Atlanta,Beauty & Personal Care,Hair Dryer,2026-06-01,16,39.99,17.24,639.84,275.84,364.0
Southeast,Atlanta,Beauty & Personal Care,Moisturizer,2026-06-01,9,18.99,7.71,170.91,69.39,101.52
Southeast,Atlanta,Beauty & Personal Care,Perfume Set,2026-06-01,13,42.99,16.35,558.87,212.55,346.32
Southeast,Atlanta,Electronics,Bluetooth Speaker,2026-06-01,7,44.99,28.45,314.93,199.15,115.78
Southeast,Atlanta,Electronics,Portable Charger,2026-06-01,12,34.99,21.99,419.88,263.88,156.0
Southeast,Atlanta,Electronics,Smartwatch,2026-06-01,11,119.99,79.44,1319.89,873.84,446.05
Southeast,Atlanta,Electronics,Tablet Stand,2026-06-01,20,24.99,15.38,499.8,307.6,192.2
Southeast,Atlanta,Electronics,Wireless Earbuds,2026-06-01,11,59.99,37.87,659.89,416.57,243.32
Southeast,Atlanta,Home & Kitchen,Coffee Maker,2026-06-01,14,49.99,36.36,699.86,509.04,190.82
Southeast,Atlanta,Home & Kitchen,LED Desk Lamp,2026-06-01,9,27.99,20.3,251.91,182.7,69.21
Southeast,Atlanta,Home & Kitchen,Non-Stick Pan Set,2026-06-01,12,64.99,45.69,779.88,548.28,231.6
Southeast,Atlanta,Home & Kitchen,Storage Bins (Set of 3),2026-06-01,10,22.99,17.08,229.9,170.8,59.1
Southeast,Atlanta,Home & Kitchen,Throw Blanket,2026-06-01,16,29.99,20.64,479.84,330.24,149.6
Southeast,Atlanta,Sports & Outdoors,Camping Tent,2026-06-01,9,129.99,75.7,1169.91,681.3,488.61
Southeast,Atlanta,Sports & Outdoors,Hiking Backpack,2026-06-01,10,74.99,40.93,749.9,409.3,340.6
Southeast,Atlanta,Sports & Outdoors,Resistance Bands,2026-06-01,14,19.99,9.66,279.86,135.24,144.62
Southeast,Atlanta,Sports & Outdoors,Water Bottle,2026-06-01,18,16.99,8.38,305.82,150.84,154.98
Southeast,Atlanta,Sports & Outdoors,Yoga Mat,2026-06-01,9,24.99,12.94,224.91,116.46,108.45
Southeast,Miami,Apparel,Denim Jacket,2026-06-01,9,69.99,34.14,629.91,307.26,322.65
Southeast,Miami,Apparel,Men's T-Shirt,2026-06-01,14,19.99,9.23,279.86,129.22,150.64
Southeast,Miami,Apparel,Running Shoes,2026-06-01,10,79.99,39.09,799.9,390.9,409.0
Southeast,Miami,Apparel,Women's Leggings,2026-06-01,14,34.99,14.34,489.86,200.76,289.1
Southeast,Miami,Apparel,Wool Sweater,2026-06-01,9,54.99,24.79,494.91,223.11,271.8
Southeast,Miami,Beauty & Personal Care,Electric Toothbrush,2026-06-01,9,44.99,20.75,404.91,186.75,218.16
Southeast,Miami,Beauty & Personal Care,Facial Cleanser,2026-06-01,10,14.99,5.72,149.9,57.2,92.7
Southeast,Miami,Beauty & Personal Care,Hair Dryer,2026-06-01,11,39.99,17.11,439.89,188.21,251.68
Southeast,Miami,Beauty & Personal Care,Moisturizer,2026-06-01,8,18.99,7.82,151.92,62.56,89.36
Southeast,Miami,Beauty & Personal Care,Perfume Set,2026-06-01,9,42.99,15.8,386.91,142.2,244.71
Southeast,Miami,Electronics,Bluetooth Speaker,2026-06-01,13,44.99,27.32,584.87,355.16,229.71
Southeast,Miami,Electronics,Portable Charger,2026-06-01,8,34.99,22.71,279.92,181.68,98.24
Southeast,Miami,Electronics,Smartwatch,2026-06-01,13,119.99,81.25,1559.87,1056.25,503.62
Southeast,Miami,Electronics,Tablet Stand,2026-06-01,10,24.99,15.01,249.9,150.1,99.8
Southeast,Miami,Electronics,Wireless Earbuds,2026-06-01,10,59.99,38.63,599.9,386.3,213.6
Southeast,Miami,Home & Kitchen,Coffee Maker,2026-06-01,11,49.99,36.45,549.89,400.95,148.94
Southeast,Miami,Home & Kitchen,LED Desk Lamp,2026-06-01,13,27.99,19.41,363.87,252.33,111.54
Southeast,Miami,Home & Kitchen,Non-Stick Pan Set,2026-06-01,10,64.99,46.17,649.9,461.7,188.2
Southeast,Miami,Home & Kitchen,Storage Bins (Set of 3),2026-06-01,12,22.99,16.83,275.88,201.96,73.92
Southeast,Miami,Home & Kitchen,Throw Blanket,2026-06-01,12,29.99,20.33,359.88,243.96,115.92
Southeast,Miami,Sports & Outdoors,Camping Tent,2026-06-01,10,129.99,76.85,1299.9,768.5,531.4
Southeast,Miami,Sports & Outdoors,Hiking Backpack,2026-06-01,9,74.99,41.87,674.91,376.83,298.08
Southeast,Miami,Sports & Outdoors,Resistance Bands,2026-06-01,12,19.99,9.63,239.88,115.56,124.32
Southeast,Miami,Sports & Outdoors,Water Bottle,2026-06-01,8,16.99,8.25,135.92,66.0,69.92
Southeast,Miami,Sports & Outdoors,Yoga Mat,2026-06-01,9,24.99,13.26,224.91,119.34,105.57
Southwest,Dallas,Apparel,Denim Jacket,2026-06-01,15,69.99,33.69,1049.85,505.35,544.5
Southwest,Dallas,Apparel,Men's T-Shirt,2026-06-01,13,19.99,9.26,259.87,120.38,139.49
Southwest,Dallas,Apparel,Running Shoes,2026-06-01,10,79.99,40.36,799.9,403.6,396.3
Southwest,Dallas,Apparel,Women's Leggings,2026-06-01,14,34.99,15.05,489.86,210.7,279.16
Southwest,Dallas,Apparel,Wool Sweater,2026-06-01,15,54.99,23.49,824.85,352.35,472.5
Southwest,Dallas,Beauty & Personal Care,Electric Toothbrush,2026-06-01,8,44.99,20.65,359.92,165.2,194.72
Southwest,Dallas,Beauty & Personal Care,Facial Cleanser,2026-06-01,16,14.99,5.69,239.84,91.04,148.8
Southwest,Dallas,Beauty & Personal Care,Hair Dryer,2026-06-01,19,39.99,16.74,759.81,318.06,441.75
Southwest,Dallas,Beauty & Personal Care,Moisturizer,2026-06-01,17,18.99,7.67,322.83,130.39,192.44
Southwest,Dallas,Beauty & Personal Care,Perfume Set,2026-06-01,17,42.99,15.92,730.83,270.64,460.19
Southwest,Dallas,Electronics,Bluetooth Speaker,2026-06-01,14,44.99,27.83,629.86,389.62,240.24
Southwest,Dallas,Electronics,Portable Charger,2026-06-01,12,34.99,22.87,419.88,274.44,145.44
Southwest,Dallas,Electronics,Smartwatch,2026-06-01,9,119.99,79.3,1079.91,713.7,366.21
Southwest,Dallas,Electronics,Tablet Stand,2026-06-01,7,24.99,15.16,174.93,106.12,68.81
Southwest,Dallas,Electronics,Wireless Earbuds,2026-06-01,20,59.99,38.45,1199.8,769.0,430.8
Southwest,Dallas,Home & Kitchen,Coffee Maker,2026-06-01,7,49.99,36.68,349.93,256.76,93.17
Southwest,Dallas,Home & Kitchen,LED Desk Lamp,2026-06-01,11,27.99,20.07,307.89,220.77,87.12
Southwest,Dallas,Home & Kitchen,Non-Stick Pan Set,2026-06-01,8,64.99,44.33,519.92,354.64,165.28
Southwest,Dallas,Home & Kitchen,Storage Bins (Set of 3),2026-06-01,9,22.99,17.12,206.91,154.08,52.83
Southwest,Dallas,Home & Kitchen,Throw Blanket,2026-06-01,11,29.99,20.66,329.89,227.26,102.63
Southwest,Dallas,Sports & Outdoors,Camping Tent,2026-06-01,2,129.99,75.55,259.98,151.1,108.88
Southwest,Dallas,Sports & Outdoors,Hiking Backpack,2026-06-01,2,74.99,42.0,149.98,84.0,65.98
Southwest,Dallas,Sports & Outdoors,Resistance Bands,2026-06-01,6,19.99,9.39,119.94,56.34,63.6
Southwest,Dallas,Sports & Outdoors,Water Bottle,2026-06-01,1,16.99,8.73,16.99,8.73,8.26
Southwest,Dallas,Sports & Outdoors,Yoga Mat,2026-06-01,3,24.99,13.36,74.97,40.08,34.89
West,Los Angeles,Apparel,Denim Jacket,2026-06-01,14,69.99,33.47,979.86,468.58,511.28
West,Los Angeles,Apparel,Men's T-Shirt,2026-06-01,19,19.99,8.87,379.81,168.53,211.28
West,Los Angeles,Apparel,Running Shoes,2026-06-01,11,79.99,41.11,879.89,452.21,427.68
West,Los Angeles,Apparel,Women's Leggings,2026-06-01,23,34.99,15.07,804.77,346.61,458.16
West,Los Angeles,Apparel,Wool Sweater,2026-06-01,14,54.99,24.68,769.86,345.52,424.34
West,Los Angeles,Beauty & Personal Care,Electric Toothbrush,2026-06-01,16,44.99,20.83,719.84,333.28,386.56
West,Los Angeles,Beauty & Personal Care,Facial Cleanser,2026-06-01,19,14.99,5.8,284.81,110.2,174.61
West,Los Angeles,Beauty & Personal Care,Hair Dryer,2026-06-01,16,39.99,16.51,639.84,264.16,375.68
West,Los Angeles,Beauty & Personal Care,Moisturizer,2026-06-01,13,18.99,7.81,246.87,101.53,145.34
West,Los Angeles,Beauty & Personal Care,Perfume Set,2026-06-01,17,42.99,15.61,730.83,265.37,465.46
